corridor_member_id,prior_loans_with_cu,loans_paid_in_full,ever_30_dpd_with_cu,months_since_last_cu_loan
expect,4,1,false,48.4898
ask,5,4,false,15.5256
cut,5,3,false,1.0
compare,3,1,false,5.0363
season,1,3,true,64.9999
born,2,1,false,38.4181
at,1,0,false,16.4333
health,3,1,false,1.0
rock,4,3,false,1.0
drug,2,0,false,1.0
trade,2,2,false,1.0
glass,3,1,false,72.8405
hear,2,0,false,47.4369
action,3,0,false,45.4417
friend,3,3,false,50.8519
between,0,2,false,37.9265
experience,4,4,false,1.0
determine,2,0,false,44.4953
service,5,2,true,39.1767
sport,3,3,false,7.3641
chair,1,1,false,1.0
black,2,1,false,36.392
party,4,1,true,41.4621
push,4,1,false,45.6771
book,3,3,false,57.2585
firm,3,2,false,63.7852
economy,3,2,false,72.9561
reflect,2,0,false,69.253
thought,0,1,false,1.0
appear,1,1,false,1.0
nation,1,0,false,3.3373
today,6,2,false,25.5585
letter,4,1,false,50.9923
memory,4,2,true,1.0
whose,5,4,false,14.062
perhaps,1,1,false,24.7947
main,3,3,false,47.4091
pull,4,4,true,39.5965
challenge,3,2,false,1.0
every,3,0,false,30.5055
man,2,3,false,17.1582
point,3,1,true,10.887
card,3,2,true,70.9904
house,2,2,false,5.1331
room,3,2,false,44.4386
site,0,2,false,31.0835
enter,4,2,false,1.0
trade,3,1,false,31.6559
catch,0,0,true,11.0726
class,3,1,false,42.9116
better,4,1,false,64.4764
more,3,2,false,34.8604
offer,3,3,false,1.0
eat,1,0,false,33.2072
section,5,2,false,1.0
tell,4,3,false,80.1589
environmental,4,1,false,77.5506
production,4,1,false,1.0
success,0,0,false,23.052
Republican,4,2,true,2.9584
fund,2,2,false,31.9836
school,5,1,false,68.0322
work,2,3,false,37.9896
notice,2,1,false,29.0932
strong,4,2,false,16.7693
break,2,3,false,45.9302
performance,4,3,true,73.8082
couple,3,0,false,20.3177
simply,0,2,false,35.5417
within,4,1,false,1.0
account,2,0,false,38.4468
five,3,1,false,29.6869
sport,2,2,false,84.0
occur,2,2,false,52.8692
meeting,3,2,false,58.8346
mind,4,5,false,53.9861
analysis,2,1,false,34.2419
lawyer,1,3,false,14.5834
mind,3,1,false,44.792
protect,1,3,false,1.0
idea,4,2,false,25.6105
themselves,5,1,false,44.1928
paper,4,1,false,5.1823
decide,0,2,false,30.5627
detail,3,1,false,36.6658
up,3,1,true,56.2229
easy,4,3,false,27.7784
sometimes,2,2,false,67.9452
conference,4,3,false,21.5552
perform,2,1,false,1.0
perform,2,2,false,33.8333
open,3,1,false,1.0
law,1,1,false,57.0697
health,4,3,false,44.8582
beyond,2,3,false,1.0
help,4,2,false,29.9685
turn,5,3,false,23.9865
prepare,3,3,false,49.7826
yes,6,3,false,38.7634
art,2,2,false,35.7259
company,4,2,false,30.0582
grow,1,3,false,1.0
manage,2,1,false,1.4636
sense,4,0,false,1.0
occur,5,1,false,1.0
reduce,3,1,false,14.2025
figure,5,1,false,1.0
lead,2,1,false,25.3828
face,2,2,false,7.9309
art,4,3,false,22.438
use,0,3,false,21.8245
nature,4,1,false,59.0603
goal,5,1,false,61.3919
provide,5,2,false,26.6301
most,3,3,false,31.0039
stock,0,2,false,39.9051
still,3,2,false,1.0
her,3,3,false,55.4135
simple,2,1,false,38.9107
new,4,1,false,10.3557
nice,3,1,false,49.5792
dark,4,1,false,27.3425
themselves,3,0,false,1.0
single,5,1,false,43.1861
number,2,2,false,32.2769
Congress,1,1,false,38.9863
stage,4,3,true,61.1102
full,4,1,false,1.0
scene,4,3,false,42.9674
leave,1,2,true,21.5399
see,4,2,false,1.7288
student,2,0,false,19.2512
mean,2,0,false,1.0
central,1,1,false,37.6411
interview,6,1,false,2.4268
story,2,4,true,65.8367
consider,0,2,false,2.1132
affect,3,1,false,47.7448
sister,2,2,false,23.8028
movie,5,1,false,12.8009
exactly,1,1,true,33.2307
information,3,1,false,8.5079
meet,2,3,false,84.0
car,3,2,true,1.0
reason,2,2,false,9.4393
pattern,2,2,false,13.2566
start,4,2,false,69.8083
concern,3,2,false,30.8953
him,4,2,false,1.0
focus,4,3,true,31.2048
window,3,3,false,47.5535
direction,2,1,false,52.625
training,7,2,false,38.3629
state,5,1,false,63.2215
public,3,2,false,62.7292
two,3,2,true,20.1045
from,5,2,false,31.8072
since,2,2,false,1.0
hour,4,2,false,46.8505
be,1,4,false,18.4484
stock,2,0,false,75.6025
pay,5,2,false,84.0
including,2,2,false,35.701
concern,2,2,false,53.5708
one,4,4,false,54.018
cold,2,1,false,41.6609
consider,4,3,false,38.9565
cover,4,2,false,23.1516
true,4,2,false,80.0648
hard,1,3,false,49.3999
across,0,1,false,24.7179
someone,3,0,false,42.614
born,1,1,false,19.3086
none,3,1,false,20.1955
cover,3,2,false,53.7369
head,3,2,false,22.5931
shoulder,2,2,false,61.4861
stuff,4,1,false,1.0
record,4,1,false,27.2653
world,2,2,false,1.0
prove,3,2,false,10.2857
into,0,3,false,13.8822
concern,1,2,true,32.8495
sometimes,5,2,false,36.5699
use,4,0,false,13.3154
first,0,2,false,5.9601
likely,3,2,false,1.0
consider,4,0,false,27.5771
old,1,1,false,16.3312
its,5,1,false,9.2811
current,5,3,true,6.9091
perform,7,1,false,5.1192
soon,3,2,false,23.5291
enter,4,3,true,61.2881
up,3,1,false,29.312
couple,2,3,false,14.8171
race,3,0,false,1.0
add,4,1,false,1.0
believe,2,0,false,47.7401
today,3,3,false,84.0
young,1,1,false,8.8755
condition,5,1,false,1.0
structure,2,1,false,1.0
commercial,4,1,false,33.7573
else,3,3,false,12.691
win,0,2,false,27.0727
eye,5,2,false,61.8558
begin,0,4,true,1.0
field,2,3,false,18.0698
over,0,2,false,11.9978
painting,4,1,false,36.887
continue,3,1,true,29.4356
phone,3,1,false,44.165
activity,2,1,false,18.7241
store,4,1,false,48.3908
add,2,1,false,47.3587
police,2,1,false,32.4328
scientist,5,1,false,11.064
real,2,1,true,61.5133
key,5,3,false,1.0
indeed,4,1,false,20.6907
conference,4,1,true,27.9843
theory,5,3,false,39.6179
rule,4,1,false,1.0
life,3,4,false,1.0
among,1,2,false,12.1302
center,0,3,false,4.5173
it,5,1,false,24.0965
inside,0,0,false,47.3279
a,2,2,false,1.0
everybody,3,1,false,8.5205
why,5,2,false,6.0728
then,2,2,false,16.5701
wait,2,2,false,61.258
guess,4,2,false,58.4167
their,2,2,false,1.0
those,4,2,false,43.1631
area,1,3,false,57.4014
partner,3,3,false,40.7047
herself,1,2,false,71.2063
law,4,2,false,83.1218
daughter,0,2,false,68.8984
crime,4,0,false,49.4474
audience,4,2,false,1.0
me,3,2,false,29.6746
think,3,3,false,47.1617
feel,3,0,false,78.1218
radio,2,3,true,33.256
among,2,2,false,1.0
after,6,3,false,1.0
series,1,0,false,31.0252
each,1,2,false,36.3833
possible,2,2,false,58.25
bad,3,2,false,1.0
apply,2,0,false,23.6816
sing,2,2,false,41.8755
soon,2,1,false,10.3489
become,4,0,false,53.4517
paper,0,3,false,13.4572
discuss,2,0,false,56.7918
else,3,3,false,16.6061
hospital,7,0,false,1.0
source,6,1,false,56.7642
deep,3,2,false,32.5175
nothing,1,2,false,16.1826
president,4,2,false,1.0
cost,4,0,false,32.1906
center,2,2,false,32.5916
college,5,1,true,9.4802
fire,3,3,false,20.6178
think,6,2,false,12.573
major,3,1,true,27.3013
better,1,2,true,23.2905
before,1,2,true,22.8397
person,3,1,true,7.358
doctor,6,2,false,25.9483
idea,2,2,false,28.1921
together,2,0,false,43.5135
accept,0,0,false,1.0
run,2,2,false,13.1853
any,2,1,true,1.0
kind,4,1,false,79.4161
against,3,1,false,57.72
work,2,1,false,28.9689
newspaper,2,2,false,23.6652
charge,3,2,false,19.7513
main,3,2,false,32.0857
mention,1,0,false,12.9092
reason,3,1,false,45.9797
always,1,1,false,16.982
full,3,2,false,42.0385
instead,1,1,false,13.8038
fast,2,2,false,31.1271
instead,3,2,false,23.0193
bring,5,2,false,1.0
wind,2,1,false,63.8877
reveal,4,1,false,5.744
smile,1,0,false,1.0
kid,2,2,false,50.6685
then,1,3,false,55.6104
though,3,2,true,14.778
around,7,2,false,1.0
matter,3,2,false,23.5876
least,4,3,false,35.858
truth,3,2,false,63.387
carry,2,2,false,48.6072
include,5,3,false,32.9844
father,1,1,false,19.2998
discover,4,2,false,37.9875
section,4,3,false,39.1864
never,4,2,false,37.4206
sell,4,3,false,45.1054
wrong,0,2,false,84.0
health,3,2,false,6.403
action,2,1,false,25.7232
administration,2,0,false,49.0045
page,4,1,false,18.5647
gas,4,1,false,24.4084
drive,5,2,false,65.2955
major,3,3,false,18.393
consumer,2,0,false,64.7259
decision,3,1,false,12.7122
experience,3,4,false,56.6298
land,2,3,false,20.0514
believe,3,2,false,42.3109
light,1,3,false,11.6132
that,5,2,false,23.634
large,1,1,false,41.984
reason,4,0,false,58.3666
choice,1,1,true,22.7928
tough,1,1,false,29.2373
dog,2,2,false,34.6668
report,4,2,false,64.852
bring,2,1,false,1.0
describe,4,0,false,15.2031
trip,2,1,false,1.0
various,2,2,false,2.2863
decade,1,2,false,76.5639
stop,2,1,false,44.2732
item,2,1,false,35.0489
building,1,2,false,20.4713
actually,4,2,false,34.201
question,1,0,false,22.1324
write,1,2,false,69.6624
structure,4,3,false,73.1149
prepare,0,2,false,60.0006
event,3,1,false,58.2568
fear,3,0,false,20.0611
seem,3,3,true,29.5907
better,2,2,false,70.2147
learn,5,4,false,39.3409
firm,3,2,false,21.8321
certain,2,1,false,1.0
wrong,0,2,false,18.4876
decision,0,2,true,41.878
senior,3,0,false,77.8111
bit,3,1,false,34.2012
improve,4,1,false,73.2862
happy,2,2,true,22.4033
fact,3,2,false,1.0
we,5,3,false,1.0
technology,3,1,false,37.4517
field,3,1,true,20.6177
but,4,1,false,11.4004
whole,1,3,false,1.0
smile,1,2,false,1.0
debate,2,3,false,35.861
machine,4,1,false,13.8861
could,3,1,false,32.3228
majority,4,2,true,30.8764
many,4,3,false,1.0
reason,1,1,false,1.0
want,4,2,false,20.6292
important,2,1,false,19.3202
necessary,3,3,false,33.8174
high,1,3,false,36.5928
me,2,3,false,40.6531
kitchen,7,4,false,4.6664
wall,5,2,false,4.7013
why,7,2,false,27.1553
soldier,1,2,false,17.7561
almost,2,1,false,30.6738
knowledge,3,0,false,19.3074
town,5,2,false,37.4161
room,7,2,true,4.1321
detail,5,2,false,1.4518
street,2,2,false,34.3843
enter,3,1,false,44.044
PM,3,2,false,14.892
final,2,4,false,24.2519
couple,3,3,false,30.3475
price,1,3,false,17.2296
answer,3,3,false,10.0054
tell,2,2,false,1.0
fall,1,2,false,49.9282
up,4,3,false,21.9817
later,3,1,false,24.3913
table,3,4,false,32.5446
available,1,2,false,45.1878
material,4,3,false,35.0322
generation,2,3,false,38.8779
toward,5,0,false,45.2077
grow,6,1,false,50.4819
black,3,4,false,37.2348
much,3,2,false,1.0
oil,5,1,false,1.0
let,6,2,false,27.0462
again,1,1,false,42.7517
before,2,2,true,63.3538
thing,3,1,false,1.0
throughout,4,2,false,41.5291
miss,5,0,false,13.2438
president,4,1,false,32.3362
power,3,1,false,53.3501
other,4,2,false,84.0
current,4,2,true,12.8831
consider,2,2,false,27.4208
firm,3,1,false,54.7211
save,2,1,true,12.1314
cover,5,1,false,17.2991
analysis,3,4,true,53.0064
us,3,2,false,48.7597
concern,3,0,false,23.6533
few,7,2,false,1.1886
opportunity,0,1,false,18.2391
discuss,3,2,false,33.9798
light,1,1,false,1.0
foot,1,1,false,5.6024
example,7,3,true,26.2212
sport,4,3,true,30.1388
example,3,2,false,5.9799
bank,1,0,false,49.2553
specific,4,2,false,1.0
model,5,0,false,34.4857
concern,2,1,false,35.2375
discuss,5,1,false,50.3582
exist,3,1,false,25.5882
hair,4,3,false,69.1585
later,3,1,false,42.432
statement,0,2,false,38.3138
government,5,0,false,13.699
style,3,2,false,55.8207
debate,6,5,false,35.9194
more,2,3,true,71.7065
than,5,1,false,31.9647
improve,4,2,false,16.5473
page,1,2,false,1.0
especially,0,3,false,69.7361
list,0,1,false,30.216
over,6,3,false,33.808
sort,3,2,false,35.5667
activity,3,2,false,6.3325
company,3,3,false,41.4408
her,3,1,false,25.5543
two,2,3,false,33.2647
finally,1,3,false,58.0303
spring,1,2,true,67.6411
north,2,1,false,17.4717
hope,2,0,false,32.9331
skill,3,2,false,34.9853
down,0,1,false,18.0817
human,5,3,false,1.0
thousand,3,2,false,40.914
sort,2,0,false,45.0048
certain,2,0,false,26.826
kid,2,2,false,35.8017
operation,2,2,false,48.5357
out,1,1,false,75.5225
analysis,4,2,false,55.2859
fast,4,1,true,5.9098
rise,1,1,false,11.8469
manage,2,2,false,18.265
consumer,3,2,true,26.3862
decade,4,2,false,8.594
name,5,1,false,1.0
leader,2,2,false,24.4549
similar,0,0,false,58.9936
seat,2,3,true,56.7619
exactly,4,0,false,40.6945
at,2,0,false,29.395
read,3,1,false,51.8363
actually,5,3,false,20.439
about,3,2,false,18.6343
physical,1,3,false,43.4535
group,3,2,false,44.2435
dream,4,1,false,30.2324
month,5,1,false,1.0
two,2,4,true,20.2872
green,3,3,false,84.0
process,2,2,false,40.0092
value,2,2,false,2.201
form,0,3,false,43.6371
meet,3,1,true,58.0243
site,3,2,true,62.2772
yet,5,3,false,34.1961
executive,0,2,false,18.0924
contain,2,1,false,1.0
benefit,3,1,false,16.2042
include,2,3,false,53.6565
she,3,2,false,52.8071
family,5,1,false,61.5345
easy,4,0,false,9.2366
full,2,1,true,1.9874
state,0,0,false,10.7385
performance,2,2,false,51.2275
player,0,2,false,1.0
admit,1,2,false,11.5141
thing,4,0,false,18.7863
success,3,3,false,72.766
alone,2,2,false,84.0
party,2,3,false,56.8456
statement,4,3,false,59.9212
discussion,2,1,false,30.089
me,5,3,false,63.7486
none,2,3,false,1.0
bank,3,2,false,55.8371
everybody,2,2,false,13.5752
remember,1,1,true,58.1867
late,4,1,false,10.3656
apply,3,2,false,48.8046
focus,3,2,false,56.0272
middle,4,2,false,1.0
throughout,2,2,false,1.0
raise,1,1,false,1.0
prove,4,2,false,28.7139
item,3,2,true,84.0
since,3,3,true,45.4511
between,4,3,false,33.5365
finally,5,1,false,14.4182
doctor,0,2,false,36.2156
lose,4,2,false,55.2864
mouth,1,1,false,50.409
what,5,2,true,1.0
necessary,5,2,false,1.0
everybody,4,2,false,61.4614
fact,3,2,false,65.7698
difference,1,1,false,1.0
lot,6,4,false,22.8472
approach,1,2,false,62.084
individual,5,2,false,53.886
should,1,1,false,54.8136
how,3,1,false,45.5147
beautiful,4,2,false,32.2536
occur,1,2,false,59.3592
soldier,1,2,false,13.0476
live,3,1,false,21.6824
threat,5,3,false,70.7077
reach,3,3,true,20.341
total,3,2,false,38.7007
have,0,0,true,67.8839
unit,7,1,false,44.4507
just,5,2,false,20.4036
establish,5,1,false,35.916
war,1,3,false,15.5798
join,4,2,false,51.4471
time,3,3,false,46.5704
manage,0,0,false,79.0835
catch,4,1,false,6.717
respond,3,2,false,14.8603
under,2,1,false,84.0
important,6,2,false,18.1364
someone,3,2,false,36.105
east,0,2,false,84.0
international,1,2,false,68.0497
on,2,2,false,84.0
window,2,2,false,6.7512
table,3,1,true,19.0881
wear,4,0,false,13.5041
station,2,2,false,80.775
audience,0,1,true,84.0
hold,1,3,false,3.6159
reason,1,2,false,14.9966
finish,2,1,false,9.4522
us,0,1,false,30.5561
rule,2,2,false,60.2137
begin,3,2,true,62.2294
natural,1,3,false,22.001
hotel,4,0,false,80.6738
technology,4,1,false,23.0926
nation,0,4,true,53.166
skin,4,1,false,18.7639
politics,4,1,false,39.4262
own,3,1,false,25.2385
along,2,2,false,32.3425
writer,4,2,false,1.0
as,2,4,false,6.7391
church,4,4,false,46.2512
local,4,0,true,75.499
may,0,1,true,1.0
window,2,1,false,39.6281
safe,3,2,false,49.4881
compare,5,1,false,1.0
part,3,0,false,28.0339
threat,3,3,false,1.0
break,2,2,false,30.7479
activity,5,0,false,56.817
standard,2,2,false,42.0469
nation,2,2,false,22.1607
foot,2,2,false,34.9308
good,1,4,false,46.9036
amount,1,2,false,57.8786
save,3,0,false,34.752
look,2,3,true,34.9428
rate,7,1,false,7.6082
thought,4,1,false,73.4785
third,4,2,false,35.7225
or,1,2,false,64.4089
image,5,3,false,1.0
again,5,1,false,1.0
fill,1,2,false,45.0624
eat,0,1,false,57.7341
himself,2,2,false,44.7997
its,5,0,false,34.077
soldier,3,1,false,84.0
us,2,1,false,42.5072
later,2,2,false,54.9566
along,1,2,false,51.9298
green,4,1,false,46.5884
we,4,1,false,15.3985
although,3,2,false,28.4929
drive,4,3,true,14.3659
season,0,0,false,18.204
end,3,3,false,35.9627
life,3,2,false,72.3569
example,3,2,false,30.2089
who,2,2,false,39.7378
large,1,0,false,31.1739
person,1,1,false,36.1941
Mr,3,0,false,28.273
else,1,1,false,34.7549
development,0,2,false,32.8637
agreement,0,2,false,8.9341
individual,5,2,true,5.5651
meeting,4,2,false,45.5252
quite,4,1,false,37.0986
less,2,3,false,38.4664
reduce,4,2,false,8.7846
development,5,3,false,69.9472
age,5,3,false,45.1694
television,2,2,false,20.1657
interview,3,2,false,60.6163
market,2,0,false,84.0
school,5,0,false,61.2258
strong,3,4,false,8.1086
very,2,0,true,1.0
west,4,2,false,14.5588
camera,1,0,false,2.6334
official,4,2,false,16.2612
worker,2,2,false,49.257
central,3,1,false,46.9027
cover,4,2,false,29.2973
simple,1,3,false,39.1424
cover,1,2,false,49.0052
kitchen,4,3,false,1.0
item,2,2,false,47.1422
view,3,1,false,1.0
toward,3,1,true,41.868
may,4,1,false,22.7326
which,4,3,false,33.919
paper,6,3,false,34.9039
quality,3,0,false,1.0
fast,1,4,false,22.7483
stand,2,0,false,7.8509
beat,4,1,false,43.7826
possible,3,3,false,33.893
admit,5,3,false,41.2533
spend,4,2,false,39.8141
music,3,1,false,1.0
live,0,2,false,54.9235
movie,0,2,true,60.9907
radio,0,2,false,17.2552
movement,6,2,false,3.7179
lawyer,4,0,false,35.5419
get,6,3,false,38.9329
discover,4,0,false,45.7703
morning,3,3,true,45.066
soon,2,1,false,65.8362
girl,6,2,false,36.4584
require,4,1,false,69.3714
piece,3,2,false,30.3319
system,3,2,true,28.3089
the,4,2,false,66.9369
any,4,0,true,69.2086
impact,2,0,false,1.0
market,4,2,true,23.2526
society,3,1,true,21.1832
describe,5,1,false,77.0474
page,4,0,false,32.7943
join,2,1,false,1.1689
democratic,3,2,false,66.9867
fly,4,1,false,46.8553
response,2,2,false,52.7775
tax,4,1,false,67.9534
condition,3,1,false,37.8038
same,5,3,false,66.6775
myself,6,2,true,45.1833
rule,1,1,false,1.0
prepare,2,3,false,46.9211
trouble,0,2,false,61.4568
thus,1,1,false,26.4764
most,5,2,true,66.19
something,2,1,false,10.8425
meet,3,2,false,76.4325
instead,1,0,false,64.1617
agent,4,2,false,30.6141
site,1,2,false,60.8069
three,2,2,false,34.6454
forward,3,0,false,35.8217
success,4,0,false,46.8075
public,1,3,false,1.0
future,5,1,false,1.8437
thus,4,2,false,12.8399
age,5,1,false,21.1041
three,6,2,false,27.0671
religious,4,2,false,24.6661
public,1,0,false,44.6227
five,3,4,false,36.2713
own,2,3,true,39.1381
certainly,2,2,false,48.0543
chair,2,2,false,2.0025
them,4,2,false,20.8852
buy,3,2,true,14.095
run,0,1,false,4.6872
lose,4,1,false,7.2885
artist,3,2,false,31.8797
everybody,5,1,false,51.3582
raise,3,4,false,36.7383
tough,5,3,false,70.1897
option,4,0,false,24.7786
knowledge,4,2,false,44.9406
southern,4,1,false,1.0
scene,4,3,false,1.0
southern,1,2,false,4.9988
bank,2,1,false,23.8687
offer,2,2,false,70.2394
treatment,2,1,false,20.0866
interest,3,1,false,19.9269
result,1,2,false,21.2934
several,5,3,false,42.1034
level,4,2,false,53.4753
all,3,1,false,52.212
investment,3,2,false,11.8905
include,0,1,true,1.0
describe,3,1,false,11.0032
culture,2,3,false,7.1121
those,7,1,false,1.0
ask,2,2,true,28.9683
sound,3,0,false,66.2494
available,3,1,false,1.0
interest,4,2,false,8.4222
source,3,2,true,33.2855
commercial,7,1,false,16.8499
participant,5,2,false,50.0159
word,2,1,false,74.6439
require,0,2,false,7.9125
war,3,0,false,27.0609
until,2,1,false,51.1955
administration,0,2,true,1.0
matter,5,1,true,45.1347
dark,6,3,false,58.4164
yet,1,1,false,1.0
take,5,4,true,77.1584
partner,1,3,false,24.9965
party,4,2,true,47.7808
cost,3,3,false,41.5293
speak,6,3,false,37.6466
third,4,2,false,1.0
Mr,2,1,false,1.0
those,0,0,false,1.0
power,1,2,false,8.8181
be,0,2,false,19.5848
report,4,3,false,49.2953
our,2,0,false,26.3907
team,5,2,false,23.4138
not,5,0,true,1.0
wonder,4,4,false,62.0863
collection,2,3,false,81.549
military,4,2,false,77.1574
call,0,0,false,39.5708
or,6,1,false,21.1058
class,0,1,false,43.5328
kid,5,1,false,54.6348
scientist,4,2,false,38.0065
future,5,2,false,15.8869
use,2,1,false,18.5167
specific,2,0,false,52.2359
Democrat,1,0,false,84.0
spring,2,2,false,7.3669
summer,3,4,true,69.1549
early,6,3,false,66.0116
major,5,0,false,29.0704
believe,1,2,false,68.4527
lot,2,2,false,20.3365
sing,2,1,false,1.0
who,3,1,false,46.7946
win,3,2,false,1.0
according,4,2,false,34.3871
none,1,0,false,40.478
land,4,2,false,36.6737
test,2,4,false,49.3635
then,4,3,false,24.157
foot,3,1,false,36.628
popular,4,0,false,1.1524
everybody,0,1,false,34.3333
Congress,2,3,true,44.8192
interview,3,0,false,34.8283
people,1,4,false,1.2725
film,3,1,false,8.8598
coach,3,4,false,52.7836
all,1,1,false,2.104
design,2,3,false,74.3814
serious,4,3,false,43.7728
safe,4,1,true,14.6798
perhaps,1,3,false,47.6786
north,5,1,false,26.6505
right,1,1,true,84.0
red,3,1,false,37.7059
easy,2,1,false,49.7873
usually,2,4,false,58.1414
begin,4,2,false,44.8024
represent,5,1,false,1.0
spend,5,1,false,68.7961
economy,2,2,false,10.9538
general,2,3,false,23.8862
five,3,3,false,69.3576
right,2,1,false,70.6008
push,3,2,false,21.3969
plant,2,2,false,34.6693
role,4,2,false,1.0
after,3,2,false,52.835
budget,4,1,false,45.5031
fear,2,1,false,39.1663
her,3,1,false,14.4177
stage,3,3,false,1.0
others,6,1,false,5.9882
popular,3,1,true,2.3779
kid,4,3,false,18.3491
listen,2,2,false,54.9558
agreement,3,2,true,22.0561
husband,2,2,false,36.6098
place,3,2,false,39.6233
country,3,5,true,20.913
attack,4,2,false,37.3939
practice,2,3,false,10.5031
grow,2,2,false,43.3548
ten,3,2,true,39.8534
nothing,3,2,false,22.0254
leg,3,2,false,67.4728
customer,1,1,false,33.6156
able,0,1,false,1.0
hold,0,0,true,40.1904
evening,4,0,false,1.0
policy,3,1,false,63.3286
nice,1,3,false,53.8085
commercial,5,1,false,43.1648
expert,2,1,false,5.0872
each,5,2,true,21.6653
option,3,2,false,22.9793
while,6,2,true,30.9199
music,2,2,false,25.852
situation,2,0,false,28.3441
stand,4,2,false,61.2489
fall,4,2,true,7.6066
reason,0,2,false,84.0
stop,2,1,true,33.1235
else,0,1,false,50.2881
task,5,1,false,28.4627
